
1.43%,0.75%,52.09%,3.00,1.98%,0.38次,66.70%,12.2亿,617亿,617亿,1670亿,1114亿,1670亿,618亿,601亿,813亿,857亿,617亿,532亿,55.9亿,84.5亿,--,48.6亿,-3.50亿,4.43亿,--,--,7249万,3.50亿,7.86亿,8.43亿,184亿,56.1亿,21.9亿,9619万,803万,14.8亿,35.4亿,20.8亿,6.36亿,6974万,32.7亿,--,240亿,15.3亿,316亿,282亿,3071万,10.2亿,金属制品000039
1.66%,0.69%,58.97%,3.21,1.21%,0.57次,68.88%,2106万,17.4亿,17.4亿,32.6亿,22.4亿,32.6亿,17.4亿,16.7亿,22.9亿,9.69亿,17.4亿,15.4亿,1.21亿,1.66亿,--,1416万,--,302万,--,--,--,54.5万,660万,5913万,1.59亿,--,2.58亿,--,--,3442万,5.56亿,--,360万,115万,2756万,--,5.85亿,994万,10.2亿,9868万,--,1.22亿,金属制品002652
6.72%,4.87%,88.17%,1.67,7.78%,0.63次,39.97%,1.11亿,14.3亿,14.3亿,25.6亿,10.2亿,25.6亿,14.4亿,12.5亿,14.7亿,10.8亿,14.3亿,11.5亿,7813万,2.68亿,--,6693万,--,505万,--,--,--,4.77万,1635万,154万,3.53亿,707万,5.69亿,484万,--,3117万,2260万,--,298万,72.1万,4542万,--,3.70亿,980万,2.46亿,4154万,604万,9253万,金属制品002796
-5.59%,-4.05%,100.00%,1.33,-27.68%,0.15次,24.86%,-2540万,9174万,9174万,5.87亿,1.46亿,5.87亿,9199万,1.16亿,1.67亿,4.20亿,9174万,9470万,1998万,349万,--,3364万,--,165万,--,--,--,25.0万,--,379万,4490万,--,--,--,--,318万,304万,--,--,1.64万,1301万,--,3.58亿,820万,1.07亿,1887万,163万,66.0万,金属制品300489
-9.02%,-8.15%,100.00%,1.10,"-5,601.47%",0.00次,8.96%,-2173万,38.8万,38.8万,2.55亿,2280万,2.55亿,20.6万,2194万,1.40亿,1.15亿,38.8万,359万,1742万,7865万,--,--,--,92.0万,--,--,--,--,--,-120万,--,4487万,--,-18.2万,--,--,364万,6290万,--,--,1863万,--,607万,--,69.2万,--,85.2万,5019万,金属制品600890
6.73%,5.82%,100.00%,1.22,8.99%,0.65次,18.23%,9172万,10.2亿,10.2亿,17.1亿,3.11亿,17.1亿,10.3亿,9.28亿,14.3亿,2.76亿,10.2亿,8.59亿,3437万,4.94亿,--,6443万,8500,428万,--,--,--,223万,3061万,-350万,2.61亿,--,--,964万,--,1783万,1.73亿,--,--,10.0万,2004万,--,1.17亿,305万,1.88亿,5493万,3386万,7.99万,金属制品603937
7.04%,4.88%,90.86%,1.41,4.87%,1.00次,28.92%,1.77亿,36.4亿,36.4亿,35.0亿,10.1亿,35.0亿,36.6亿,33.9亿,24.7亿,10.2亿,36.4亿,31.1亿,2.21亿,3.34亿,3.00万,1.73亿,--,1227万,--,--,--,7.69万,4240万,1643万,6.14亿,--,260万,2790万,--,1.12亿,3.42亿,--,--,683万,9223万,--,7.87亿,873万,8.85亿,5023万,--,5001万,金属制品002443
5.13%,4.77%,100.26%,1.07,74.20%,0.06次,6.33%,3146万,4241万,4241万,6.74亿,4267万,6.74亿,9230万,6097万,6.18亿,5578万,4241万,4020万,1051万,5.16亿,--,256万,156万,124万,--,--,--,3.68万,903万,-14.1万,2413万,--,--,4830万,--,186万,42.3万,1365万,760万,844,878万,--,3148万,--,942万,48.2万,--,--,金属制品600615
7.21%,4.83%,96.01%,1.59,6.88%,0.70次,37.11%,1.34亿,19.5亿,19.5亿,28.6亿,10.6亿,28.6亿,19.5亿,17.7亿,21.8亿,6.77亿,19.5亿,16.1亿,1.29亿,1.78亿,--,1.01亿,--,634万,--,--,--,27.8万,2873万,771万,11.3亿,5769万,32.3万,568万,--,7720万,1.38亿,156万,3275万,28.1万,4416万,--,3.73亿,2220万,3.10亿,6085万,1311万,2.38亿,金属制品603969
1.09%,0.82%,100.00%,1.27,1.57%,0.52次,21.14%,760万,4.85亿,4.85亿,8.91亿,1.88亿,8.91亿,4.89亿,4.65亿,4.60亿,4.31亿,4.85亿,4.01亿,5554万,1.27亿,--,2633万,-16.6万,467万,--,--,--,447万,356万,545万,1.10亿,3000万,--,--,--,1214万,1619万,--,27.7万,8822,3794万,--,3.70亿,352万,1.87亿,1.31万,120万,408万,金属制品603028
3.11%,1.45%,99.99%,2.13,7.34%,0.20次,53.14%,1.56亿,21.3亿,21.3亿,109亿,57.9亿,109亿,21.4亿,19.3亿,44.8亿,64.1亿,21.3亿,16.3亿,2.37亿,11.0亿,--,7904万,--,4775万,--,--,--,594万,1492万,7598万,21.4亿,6062万,--,616万,--,4074万,4640万,52.9亿,285万,133万,1.20亿,--,4.73亿,3.63亿,8.26亿,9540万,2391万,1.19亿,金属制品200055
0.00%,-9.01%,100.00%,53.18,-29.43%,0.31次,98.12%,-1.71亿,5.82亿,5.82亿,18.5亿,18.1亿,18.5亿,5.82亿,7.53亿,11.2亿,7.27亿,5.82亿,6.66亿,8372万,6410万,--,8260万,--,293万,--,--,--,9655,--,1079万,4439万,1616万,--,--,--,554万,5827万,1597万,--,4.98万,6738万,2264万,5.97亿,--,9.17亿,1488万,--,--,金属制品000569
1.38%,0.78%,100.00%,1.83,1.16%,0.67次,45.40%,1938万,16.7亿,16.7亿,25.7亿,11.7亿,25.7亿,16.8亿,16.6亿,17.6亿,8.14亿,16.7亿,14.7亿,1.73亿,6.35亿,--,1.48亿,--,936万,--,--,--,--,323万,108万,3.14亿,--,--,800万,--,1.41亿,3213万,--,3.98万,8274,3038万,--,2.09亿,1154万,3.32亿,4.24亿,2000万,3.03亿,金属制品600992
8.90%,3.83%,100.00%,2.34,6.84%,0.56次,57.23%,1.37亿,20.0亿,20.0亿,39.5亿,22.6亿,39.5亿,20.0亿,18.6亿,23.5亿,16.0亿,20.0亿,17.3亿,1.06亿,5.36亿,--,1.65亿,29.0万,510万,--,--,--,17.0万,2011万,2106万,7.41亿,--,--,137万,--,5748万,1.11亿,--,--,60.6万,2779万,--,11.7亿,901万,4.52亿,1.59亿,9747万,6513万,金属制品603278
12.21%,11.12%,97.34%,1.09,37.70%,0.30次,8.27%,8947万,2.37亿,2.37亿,8.34亿,6899万,8.34亿,2.44亿,1.41亿,5.03亿,3.31亿,2.37亿,8901万,3161万,7808万,--,7478万,8.00万,380万,--,--,--,1.72万,1676万,-142万,5367万,--,113万,663万,--,715万,208万,--,614万,178,2588万,--,1.56亿,437万,5078万,8375万,419万,2.71亿,金属制品603040
9.71%,5.93%,100.14%,1.56,11.04%,0.54次,35.86%,1.09亿,9.91亿,9.91亿,19.1亿,6.86亿,19.1亿,9.91亿,8.40亿,11.5亿,7.65亿,9.91亿,7.43亿,7036万,2.34亿,--,8694万,--,555万,--,--,--,15.7万,2074万,856万,4.10亿,--,1.22亿,59.0万,--,3036万,2070万,--,12.7万,64.7万,3144万,--,4.75亿,760万,4.01亿,5810万,1516万,1836万,金属制品603985
8.90%,8.11%,87.06%,1.22,12.17%,0.67次,18.02%,1.31亿,10.7亿,10.7亿,16.5亿,2.97亿,16.5亿,10.8亿,9.47亿,12.4亿,4.04亿,10.7亿,7.83亿,1.09亿,6.12亿,--,4292万,153万,872万,--,--,--,1.19万,4618万,-1488万,1.73亿,--,--,276万,--,4986万,5462万,--,234万,4.43万,7377万,--,3.21亿,977万,1.76亿,2543万,297万,775万,金属制品002150
8.60%,7.37%,99.61%,1.16,35.38%,0.21次,13.73%,8290万,2.34亿,2.34亿,11.4亿,1.56亿,11.4亿,2.58亿,1.76亿,4.02亿,7.35亿,2.34亿,1.18亿,4176万,9320万,--,6737万,--,309万,--,--,--,16.3万,1312万,188万,1.16亿,578万,6427万,2395万,--,1188万,1553万,--,16.6万,14.7万,2800万,--,4.49亿,499万,1.01亿,9172万,5149万,3326万,金属制品300488
1.77%,0.63%,105.29%,2.79,0.13%,4.78次,64.18%,109万,8.28亿,8.28亿,1.74亿,1.11亿,1.74亿,8.28亿,8.27亿,1.73亿,16.0万,8.28亿,8.18亿,792万,3596万,--,--,--,57.8万,--,--,--,--,--,277万,7220万,--,--,--,--,53.3万,--,--,--,--,462万,--,16.0万,--,6279万,--,--,178万,金属制品600608
3.55%,2.72%,100.00%,1.21,7.17%,0.38次,17.32%,3886万,5.42亿,5.42亿,13.5亿,2.35亿,13.5亿,5.45亿,4.82亿,6.83亿,6.72亿,5.42亿,4.21亿,4424万,7805万,--,8729万,--,599万,--,--,--,31.9万,992万,211万,2.59亿,--,5823万,292万,--,1726万,2471万,--,--,97.9万,2488万,--,4.62亿,1250万,2.02亿,2853万,2362万,7681万,金属制品300421
13.48%,8.71%,100.00%,1.28,13.22%,0.66次,21.62%,1.66亿,12.6亿,12.6亿,22.2亿,4.80亿,22.2亿,12.4亿,9.95亿,15.6亿,6.56亿,12.6亿,8.28亿,1.32亿,10.0亿,--,4063万,-1649万,1181万,--,--,--,92.6万,2266万,-2347万,3.35亿,--,--,-345万,--,5341万,812万,--,781万,131万,1.02亿,--,3.21亿,645万,1.76亿,2.62亿,1815万,2238万,金属制品603992
5.16%,2.73%,100.00%,1.81,4.78%,0.57次,44.81%,5017万,10.5亿,10.5亿,17.6亿,7.87亿,17.6亿,10.5亿,9.70亿,13.7亿,3.83亿,10.5亿,8.47亿,1.09亿,2.78亿,--,6068万,--,489万,--,--,--,80.8万,881万,917万,3.22亿,--,--,41.2万,--,4370万,3750万,--,204万,59.3万,5563万,--,2.70亿,554万,3.81亿,4448万,--,1769万,金属制品603629
10.62%,4.40%,104.30%,2.34,6.51%,0.68次,57.33%,8707万,13.4亿,13.4亿,21.7亿,12.5亿,21.7亿,13.2亿,11.9亿,12.1亿,9.61亿,13.4亿,9.11亿,2.52亿,4.65亿,--,9836万,-808万,1132万,--,--,--,21.2万,1922万,1371万,2.50亿,9226万,2947万,-480万,--,1.30亿,3021万,--,656万,30.5万,1.09亿,--,7.01亿,728万,4.37亿,2649万,--,2205万,金属制品002615
-3.59%,-1.50%,100.00%,1.77,-10.79%,0.14次,43.51%,-1237万,1.15亿,1.15亿,11.7亿,5.10亿,11.7亿,1.15亿,1.13亿,5.51亿,6.23亿,1.15亿,8431万,2696万,7733万,--,3477万,--,215万,--,--,--,15.0万,-89.2万,-4.26万,2.56亿,--,4.50亿,--,--,1243万,53.3万,479万,346万,3.36万,1457万,--,1.14亿,722万,1.47亿,--,850万,943万,金属制品300629
1.86%,1.36%,91.59%,1.36,1.80%,0.75次,26.52%,3940万,21.8亿,21.8亿,28.8亿,7.63亿,28.8亿,21.9亿,21.1亿,13.8亿,15.0亿,21.8亿,18.9亿,2.03亿,2.71亿,--,2.57亿,--,1287万,--,--,--,10.9万,1129万,831万,3.20亿,7136万,--,386万,--,8124万,1.04亿,--,35.4万,151万,1.13亿,--,11.1亿,2381万,4.91亿,3106万,30.4万,1797万,金属制品600558
7.58%,4.23%,100.00%,1.82,10.30%,0.41次,45.12%,4041万,3.92亿,3.92亿,10.1亿,4.55亿,10.1亿,3.96亿,3.54亿,5.48亿,4.60亿,3.92亿,2.83亿,6481万,1.84亿,--,3293万,--,551万,--,--,--,108万,-1.32万,171万,8368万,6529万,--,277万,--,3801万,20.3万,--,65.8万,120万,2509万,--,3.46亿,1.79万,8114万,432万,283万,49.8万,金属制品002760
5.90%,3.39%,100.00%,1.85,9.25%,0.37次,46.07%,1.11亿,12.0亿,12.0亿,36.0亿,16.6亿,36.0亿,12.1亿,10.5亿,25.8亿,10.1亿,12.0亿,9.51亿,7281万,5.26亿,--,1.11亿,--,767万,--,--,121万,38.4万,1981万,-378万,6.61亿,--,--,853万,--,4184万,2.23亿,--,--,315万,3475万,--,4.60亿,1584万,6.98亿,3.33亿,1604万,2267万,金属制品002487
-0.62%,-1.21%,42.46%,1.04,-11.58%,0.10次,4.00%,-2993万,2.58亿,2.58亿,21.2亿,8467万,21.2亿,2.83亿,3.20亿,21.1亿,442万,2.58亿,2.64亿,3735万,15.9亿,--,14.8万,3.21万,183万,--,--,--,963万,569万,-1132万,5770万,--,--,1444万,--,500万,4419万,--,--,1108万,4368万,--,317万,111万,90.3万,--,--,193万,金属制品601028
8.16%,6.54%,100.00%,1.32,16.37%,0.40次,24.45%,5145万,3.14亿,3.14亿,7.66亿,1.87亿,7.66亿,3.18亿,2.56亿,3.61亿,4.05亿,3.14亿,1.96亿,4844万,3516万,--,991万,--,305万,--,--,--,86.2万,699万,85.0万,1.43亿,3773万,--,264万,--,2050万,408万,--,7.44万,128万,2709万,--,2.79亿,301万,8525万,6335万,1210万,199万,金属制品002843
6.49%,5.08%,100.00%,1.45,3.25%,1.56次,30.94%,1.17亿,35.9亿,35.9亿,27.2亿,8.42亿,27.2亿,36.1亿,34.2亿,22.8亿,4.38亿,35.9亿,33.3亿,6117万,6728万,--,8989万,-10.7万,464万,--,--,--,6750,2061万,2900万,5.42亿,--,--,1217万,--,2058万,208万,--,--,4250,1159万,--,1.71亿,717万,3.84亿,1.69亿,--,4871万,金属制品603897
2.68%,1.03%,111.16%,2.57,2.51%,0.41次,61.16%,4362万,17.4亿,17.4亿,48.3亿,29.6亿,48.3亿,17.5亿,17.1亿,22.3亿,26.0亿,17.4亿,14.9亿,2.04亿,2.99亿,--,2.57亿,--,1175万,--,--,111万,1020万,793万,4593万,6.95亿,1734万,1.47亿,486万,--,6024万,3.04亿,--,2716万,175万,9789万,--,19.5亿,4838万,5.04亿,1.35亿,1089万,3.23亿,金属制品002752
-3.53%,-1.69%,93.52%,1.92,-14.08%,0.12次,47.89%,-3370万,2.39亿,2.39亿,18.1亿,8.68亿,18.1亿,2.52亿,2.85亿,8.00亿,10.1亿,2.39亿,2.29亿,5302万,5670万,--,4733万,--,305万,--,--,--,1.37万,-56.7万,2606万,2900万,5.68亿,--,1241万,--,961万,1.46亿,45.9万,--,3.30万,1735万,--,1.61亿,321万,1.08亿,2.17亿,1500万,2111万,金属制品600165
12.00%,5.09%,98.37%,2.31,10.82%,0.47次,56.67%,6.98亿,64.6亿,64.6亿,140亿,79.3亿,140亿,65.5亿,58.7亿,53.6亿,86.3亿,64.6亿,47.3亿,8.24亿,20.3亿,--,4.85亿,--,4736万,--,--,--,652万,2.70亿,2.19亿,18.9亿,25.3亿,4029万,8337万,--,2.47亿,2.58亿,1.25亿,8807万,489万,3.58亿,--,42.6亿,8384万,7.54亿,1.15亿,5.75亿,2.63亿,金属制品002701
4.17%,2.09%,125.68%,1.38,5.23%,0.40次,27.40%,4142万,7.92亿,7.92亿,19.6亿,5.36亿,19.6亿,8.06亿,7.25亿,10.0亿,9.52亿,7.92亿,6.27亿,9275万,3.11亿,--,3508万,--,540万,--,--,--,1261万,-49.6万,791,3.02亿,--,1.70亿,141万,--,3834万,812万,--,2043万,23.7万,5441万,--,5.89亿,2548万,2.22亿,7247万,3960万,8828万,金属制品300328
2.61%,1.53%,77.01%,1.71,4.04%,0.38次,41.42%,1.47亿,36.2亿,36.2亿,93.8亿,38.8亿,93.8亿,37.0亿,34.3亿,46.1亿,47.6亿,36.2亿,29.4亿,4.31亿,11.1亿,--,4.08亿,3246万,3587万,--,--,5242万,362万,1811万,4742万,12.6亿,6449万,6.32亿,4185万,--,1.06亿,1.90亿,--,5969万,158万,2.78亿,--,29.9亿,7785万,16.1亿,2.40亿,9052万,1004万,金属制品000969
0.71%,0.43%,100.00%,1.66,1.21%,0.35次,39.90%,1723万,14.2亿,14.2亿,40.4亿,16.1亿,40.4亿,14.2亿,14.0亿,23.0亿,17.4亿,14.2亿,11.4亿,2.46亿,3.89亿,--,1.48亿,--,1744万,--,--,--,109万,284万,4391万,7.39亿,9496万,--,-21.9万,--,1.37亿,1.83亿,1579万,2539万,52.8万,6581万,--,13.1亿,1449万,8.34亿,1.35亿,190万,926万,金属制品002342
-26.18%,-2.14%,100.00%,13.18,-13.74%,0.16次,92.41%,-1.55亿,11.3亿,11.3亿,70.0亿,64.7亿,70.0亿,11.4亿,11.9亿,62.6亿,7.46亿,11.3亿,10.9亿,9563万,3.15亿,--,3698万,--,621万,--,--,--,7.01万,182万,5408万,28.0亿,--,8283万,1021万,--,41.6万,1.57亿,--,68.4万,451,4114万,--,1.66亿,3257万,4923万,1504万,--,25.5亿,金属制品000890
6.45%,4.08%,98.17%,1.55,11.26%,0.36次,35.45%,9.82亿,87.3亿,87.3亿,237亿,83.9亿,237亿,89.2亿,77.3亿,106亿,131亿,87.3亿,65.6亿,9.09亿,12.7亿,--,26.6亿,1129万,4251万,--,--,--,1197万,1.85亿,3781万,52.5亿,2.92亿,62.1亿,1.71亿,--,5.75亿,2.65亿,--,1255万,3470万,2.97亿,--,9.90亿,7480万,14.1亿,11.9亿,1.06亿,2.40亿,金属制品000967
-14.65%,-3.35%,98.63%,4.56,-10.49%,0.32次,78.09%,-1.59亿,15.1亿,15.1亿,45.1亿,35.2亿,45.1亿,15.2亿,16.3亿,27.4亿,17.7亿,15.1亿,13.6亿,2.45亿,1.03亿,--,1.19亿,--,1300万,--,--,--,171万,869万,9368万,15.5亿,1.11亿,--,239万,--,5011万,3020万,9874万,1355万,489万,1.01亿,--,9.60亿,3338万,4.83亿,2.99亿,1.07亿,6909万,金属制品002418
9.61%,7.48%,99.08%,1.17,47.24%,0.16次,14.27%,4530万,9591万,9591万,5.82亿,8308万,5.82亿,1.02亿,1.00亿,3.03亿,2.80亿,9591万,7247万,2501万,1172万,--,2285万,--,236万,--,--,536万,253万,31.4万,333万,7938万,--,--,333万,--,607万,702万,1.13亿,49.8万,22.2万,1562万,--,1.24亿,990万,6439万,477万,--,1200万,金属制品300345
-3.07%,-1.06%,95.30%,2.99,-1.98%,0.53次,66.54%,-8693万,43.8亿,43.8亿,79.9亿,53.2亿,79.9亿,43.1亿,44.2亿,47.9亿,32.0亿,43.8亿,38.8亿,4.94亿,5.85亿,--,1.92亿,--,1397万,--,--,2830万,615万,3051万,8451万,15.9亿,1.56亿,16.5亿,-7485万,--,1.42亿,7887万,--,1.24亿,196万,2.67亿,--,8.69亿,4135万,17.9亿,1.21亿,800万,1.52亿,金属制品300083
5.45%,2.63%,99.81%,1.76,11.40%,0.23次,43.23%,1.12亿,9.83亿,9.83亿,45.4亿,19.6亿,45.4亿,9.85亿,7.91亿,32.7亿,12.6亿,9.83亿,6.41亿,1.23亿,3.85亿,--,1.74亿,-58.8万,1071万,--,--,1762万,53,1532万,2467万,7.94亿,3076万,--,222万,--,1168万,6503万,776万,91.0万,102万,8651万,--,8.89亿,5383万,9.65亿,3333万,5528万,2903万,金属制品688122
10.39%,7.35%,98.47%,1.43,15.00%,0.49次,29.93%,7.39亿,49.3亿,49.3亿,108亿,32.4亿,108亿,49.9亿,41.7亿,61.4亿,46.9亿,49.3亿,32.1亿,7.50亿,31.0亿,--,5.09亿,-1043万,2131万,--,--,--,88.2万,1.82亿,-8776万,14.0亿,9.50亿,18.7亿,7509万,--,4.86亿,9150万,--,353万,112万,3.52亿,--,10.6亿,2287万,13.1亿,1.03亿,2743万,8977万,金属制品002444
1.02%,0.43%,70.38%,3.38,0.67%,0.64次,70.45%,3798万,56.7亿,56.7亿,90.6亿,63.8亿,90.6亿,56.9亿,55.2亿,55.4亿,35.2亿,56.7亿,51.0亿,3.89亿,13.2亿,--,9967万,286万,1673万,--,--,--,985万,1152万,1.27亿,20.2亿,3.94亿,4.55亿,45.2万,--,8502万,9769万,--,2446万,194万,1.77亿,--,19.6亿,9769万,9.73亿,3843万,4.02亿,3.43亿,金属制品002547
-4.73%,-2.03%,100.66%,2.29,-3.61%,0.56次,56.30%,-3.64亿,101亿,101亿,173亿,97.6亿,173亿,101亿,101亿,90.8亿,82.5亿,101亿,91.2亿,9.43亿,11.8亿,--,4.19亿,--,3498万,--,--,--,286万,-4084万,2.23亿,32.3亿,2.89亿,13.2亿,-310万,--,3.73亿,14.1亿,--,1.85亿,1713万,3.47亿,--,39.1亿,3.40亿,25.8亿,15.6亿,2.20亿,3.42亿,金属制品002426
7.19%,3.72%,100.00%,2.51,7.61%,0.49次,60.14%,9268万,12.2亿,12.2亿,24.3亿,14.6亿,24.3亿,12.3亿,10.9亿,15.5亿,8.81亿,12.2亿,9.57亿,1.04亿,5675万,--,1.01亿,-735万,880万,--,--,--,173万,1785万,3159万,4.34亿,--,2439万,1392万,--,3571万,1546万,2902万,163万,256万,3679万,--,6.23亿,1517万,6.83亿,8715万,--,1381万,金属制品688186
10.07%,2.77%,100.13%,3.60,5.42%,0.51次,72.25%,8.87亿,164亿,164亿,329亿,238亿,329亿,164亿,152亿,177亿,153亿,164亿,136亿,14.1亿,30.0亿,--,3.74亿,-1800万,5050万,--,--,--,721万,1.40亿,5.36亿,74.0亿,1.26亿,22.2亿,2195万,--,3.26亿,1.91亿,3887万,1.85亿,722万,5.45亿,--,97.6亿,3.09亿,50.1亿,16.5亿,9334万,8.54亿,金属制品002384
0.94%,0.44%,92.09%,2.26,1.60%,0.27次,55.78%,6068万,37.9亿,37.9亿,137亿,76.3亿,137亿,38.4亿,37.5亿,61.4亿,75.5亿,37.9亿,32.0亿,5.39亿,20.6亿,--,2.34亿,-464万,1244万,--,--,--,671万,403万,2.61亿,18.4亿,23.3亿,--,5050万,--,1.14亿,2.14亿,872万,4626万,47.7万,1.64亿,--,40.0亿,1.28亿,2.58亿,2.44亿,4.18亿,1.65亿,金属制品002610
2.52%,2.23%,94.29%,1.14,1.10%,2.02次,11.98%,7970万,72.2亿,72.2亿,36.3亿,4.35亿,36.3亿,72.5亿,70.9亿,25.2亿,11.1亿,72.2亿,69.4亿,1.28亿,2.31亿,--,3371万,125万,737万,--,--,--,871万,1558万,46.5万,4.08亿,--,588万,2361万,--,3927万,1.57亿,--,404万,17.5万,8824万,--,3.65亿,571万,7.73亿,3.61亿,2274万,4.95亿,材料行业600206
2.95%,1.04%,84.99%,2.83,2.64%,0.39次,64.69%,7530万,28.5亿,28.5亿,71.8亿,46.4亿,71.8亿,28.6亿,27.8亿,34.0亿,37.7亿,28.5亿,24.4亿,2.98亿,9.81亿,--,2.50亿,--,1161万,--,--,4493万,157万,2755万,1.66亿,7.64亿,2.24亿,2,24.8万,--,3886万,1.05亿,3351万,429万,19.4万,9311万,--,24.9亿,903万,4.57亿,1003万,898万,1.07亿,材料行业600110
6.32%,2.47%,99.33%,2.61,5.42%,0.46次,61.62%,11.2亿,206亿,206亿,471亿,290亿,471亿,207亿,184亿,171亿,300亿,206亿,157亿,22.4亿,55.6亿,--,29.6亿,--,2.03亿,--,--,--,8938万,1.87亿,5.98亿,71.6亿,3351万,--,453万,--,2.93亿,5008万,1.73亿,2313万,2612万,13.5亿,--,238亿,4.17亿,32.9亿,18.0亿,7.16亿,9.26亿,材料行业300433
10.74%,8.17%,99.50%,1.31,15.24%,0.54次,23.76%,7678万,5.04亿,5.04亿,9.75亿,2.32亿,9.75亿,5.06亿,4.00亿,6.48亿,3.27亿,5.04亿,3.29亿,5017万,1.40亿,--,2762万,--,512万,--,--,--,1.37万,1536万,-270万,2.66亿,--,630万,242万,--,1642万,175万,31.0万,949万,13.7万,3644万,--,2.70亿,33.3万,9056万,371万,954万,1.46亿,材料行业300684
-4.75%,-2.16%,110.55%,2.10,-4.42%,0.49次,52.29%,-6127万,13.9亿,13.9亿,28.7亿,15.0亿,28.7亿,13.8亿,14.2亿,11.8亿,16.9亿,13.9亿,12.7亿,1.40亿,6398万,--,9141万,-10,467万,--,--,--,277万,267万,4169万,4.75亿,9472万,9367万,-510万,--,3339万,4713万,--,804万,231万,6528万,--,12.7亿,1800万,5.60亿,1.13亿,685万,368万,材料行业300337
3.14%,1.46%,79.29%,2.69,3.14%,0.46次,62.86%,9655万,30.8亿,30.8亿,72.3亿,45.5亿,72.3亿,30.8亿,29.3亿,48.3亿,24.0亿,30.8亿,26.8亿,2.21亿,6.18亿,--,3.29亿,--,1256万,--,--,626万,286万,1548万,5923万,13.8亿,--,1.96亿,--,--,6260万,3.05亿,--,1454万,255万,9892万,--,11.8亿,2964万,18.4亿,6.53亿,--,2.70亿,材料行业600552
9.78%,3.77%,100.10%,2.47,6.54%,0.58次,59.54%,7033万,10.8亿,10.8亿,18.7亿,11.1亿,18.7亿,10.8亿,9.48亿,9.15亿,9.53亿,10.8亿,8.08亿,1.23亿,1.16亿,--,6019万,--,946万,--,--,--,220万,736万,2988万,6.02亿,--,--,13.5万,--,3615万,2521万,--,173万,28.1万,5709万,--,6.85亿,2024万,1.37亿,1.56亿,2995万,232万,材料行业300806
7.93%,4.32%,101.52%,2.11,37.38%,0.12次,52.50%,1.93亿,5.15亿,5.15亿,53.5亿,28.1亿,53.5亿,6.13亿,4.09亿,21.4亿,32.0亿,5.15亿,2.68亿,9798万,10.5亿,--,1.93亿,--,644万,--,--,--,9756万,3582万,2751万,4.68亿,1229万,--,--,--,1888万,1430万,--,217万,5.66万,5159万,--,11.2亿,1410万,1.61亿,16.3亿,2.19亿,3.11亿,材料行业300568
16.13%,13.04%,100.00%,1.23,27.74%,0.47次,18.75%,8844万,3.19亿,3.19亿,6.80亿,1.27亿,6.80亿,3.20亿,2.19亿,3.34亿,3.46亿,3.19亿,1.61亿,3645万,3500万,--,3968万,--,415万,--,--,--,8.24万,1613万,-23.8万,1.24亿,--,--,102万,--,1857万,606万,--,--,78.4万,1811万,--,2.96亿,404万,1.20亿,72.9万,511万,80.4万,材料行业688181
8.60%,7.50%,98.70%,1.20,26.55%,0.28次,16.53%,1.17亿,4.39亿,4.39亿,16.5亿,2.72亿,16.5亿,4.44亿,3.14亿,5.58亿,10.9亿,4.39亿,2.34亿,5668万,2873万,--,2.10亿,--,431万,--,--,--,280,1872万,38.4万,1.16亿,--,--,485万,--,3352万,1268万,--,1281万,64.0万,2278万,--,4.61亿,280万,3.68亿,2.60亿,5439万,2593万,材料行业603826
--,8.29%,86.28%,1.94,2.45%,3.39次,48.40%,2.77亿,113亿,113亿,36.7亿,17.8亿,36.7亿,113亿,109亿,14.8亿,21.8亿,113亿,107亿,1.36亿,4.43亿,--,1.83亿,-73.9万,2189万,--,--,--,323万,6217万,1795万,2.17亿,--,--,97.4万,--,8438万,1.01亿,--,2872万,75.3万,3330万,--,16.7亿,199万,6.23亿,2.63亿,3228万,4175万,材料行业603995
2.28%,1.81%,53.77%,2.16,5.18%,0.35次,53.64%,7663万,14.8亿,14.8亿,45.8亿,24.6亿,45.8亿,14.8亿,13.4亿,27.8亿,18.0亿,14.8亿,11.8亿,1.40亿,5.19亿,--,2.56亿,14.0万,1010万,--,--,4326万,12.3万,1589万,3692万,7.90亿,2086万,--,440万,--,3506万,1.17亿,474万,316万,74.5万,6779万,--,12.8亿,6392万,11.2亿,6561万,3964万,2422万,材料行业002149
15.72%,12.19%,100.00%,1.27,12.10%,1.01次,21.50%,1.13亿,9.36亿,9.36亿,9.11亿,1.96亿,9.11亿,9.38亿,8.00亿,7.94亿,1.17亿,9.36亿,7.43亿,2823万,2.72亿,--,1927万,--,504万,--,--,--,84.7万,2146万,-438万,1.87亿,--,--,63.1万,--,2611万,8083万,--,--,152万,650万,--,8371万,197万,1.29亿,211万,965万,2000万,材料行业603519
0.08%,0.08%,100.00%,1.07,0.15%,0.53次,6.59%,57.7万,3.97亿,3.97亿,7.31亿,4816万,7.31亿,3.97亿,3.99亿,4.25亿,3.06亿,3.97亿,3.47亿,3263万,2195万,--,1890万,--,1978万,--,--,--,2.26万,--,46.3万,9538万,--,--,--,--,1890万,1702万,--,--,10.9万,1327万,--,2.83亿,--,1.14亿,425万,--,367万,材料行业600847
